A_Low_1	B_Low_2	C_Low_3	D_Reg_1	E_Reg_2	F_Reg_3	G_High_1	H_High_2	I_High_3
TRINITY_DN50605_c0_g1	0.937669435426225	0.762316389265054	0.461021990927457	-0.958169910498146	-0.566035373571299	-0.823811925693997	-0.257237922573423	0.152671742043361	0.291575574674767
TRINITY_DN19440_c0_g1	0.974292685480586	0.992784941396282	0.951002035494366	-0.993970552094227	-0.224231952472754	-1.00026229796195	-0.305265251480104	0.161230797299106	-0.555580405661304
TRINITY_DN20761_c1_g1	-1.21813583681809	-1.21813583681809	-1.21813583681809	0.760791939563309	-0.393571624728263	-0.24801843921259	0.983184360899757	0.749032770714538	1.80298850321752
TRINITY_DN21686_c0_g1	1.04498699418896	0.710706845401925	0.938268369512556	-0.917177925577565	-0.0853146706975521	-0.417242637484578	-0.248785430492701	-0.47745727432543	-0.54798427052562
TRINITY_DN819_c0_g1	1.43243845759107	1.37948754459918	0.577201236635203	-0.0202111444533362	-0.916276100739047	-0.809519199894059	-0.309320871675835	-0.579795250223	-0.75400467184017
TRINITY_DN8057_c0_g1	0.854063276163981	0.765581811845611	0.613078501048312	1.04090784054545	0.786570283883699	0.89254417581396	-1.37183987466564	-1.49649811493194	-2.08440789970343
TRINITY_DN56666_c0_g1	0.95283833713384	0.813685766056327	0.556041976122972	-0.60031918215485	-0.89074358602015	-0.736289993340278	-0.0735296617618235	0.158887181704451	-0.180570837740488
TRINITY_DN50197_c0_g1	2.80182964905026	1.23602633814601	2.19547152292097	-0.89625632933613	-1.49080487888648	-1.49080487888648	-1.27668007353364	-0.561771400240628	-0.517009949233878
TRINITY_DN55389_c0_g1	0.753843574507254	0.884419109377558	0.726838667354389	-0.632133788160092	-1.0088402590616	-0.669317187158605	-0.0537900591871134	0.179543071806926	-0.180563129478715
TRINITY_DN51515_c0_g1	1.24154572767799	1.2955566623281	0.349808090706522	-0.189567268548594	-0.634234335390502	-0.634234335390502	-0.407725805581822	-0.386914400410682	-0.634234335390502
TRINITY_DN55835_c0_g1	1.54376112769198	2.26878433884427	1.34550442164164	-0.911204345942735	-0.911204345942735	-0.911204345942735	-0.911204345942735	-0.602028158464221	-0.911204345942735
TRINITY_DN56425_c0_g1	1.39179308571322	1.59850672523235	0.737895953509158	-0.506933856947045	-0.512598155706955	-0.858562186049827	-0.512598155706955	-0.478941223994119	-0.858562186049827
TRINITY_DN53065_c0_g1	-0.353942587698961	0.143975183654478	-0.529838887455003	-0.303806869130632	-0.892004113451089	-0.88232156005375	1.42578913654314	0.747765945618719	0.644383751973093
TRINITY_DN8315_c0_g1	-0.0645827975160894	0.178539318251386	0.244717689043524	-0.768661340757676	-0.619220761380448	-0.94114885626781	0.860837507846807	0.378469077932351	0.731050162847956
TRINITY_DN48561_c0_g1	1.68107547402876	1.80792045162923	1.15005716955098	-1.15715311268784	-0.951662751261814	-1.05633774503738	-0.557067049596978	-0.42403342560661	-0.492799011018344
TRINITY_DN51964_c0_g1	1.73233670766061	1.46069742309815	1.00290825900108	-0.245387805994103	-0.966104048515234	-0.797462012956395	-0.802605316232355	-0.783411750999044	-0.600971455062704
TRINITY_DN60475_c0_g1	1.44325566263451	0.779805386983091	1.10649537982629	-0.56520119224643	-0.0915931520934157	-1.3151495065635	-0.686479145589849	-0.137096624237787	-0.534036808712911
TRINITY_DN49827_c0_g1	0.71077519954606	1.2401722699339	1.16913058162402	-0.712534037696327	0.00643029806321138	-0.712534037696327	-0.712534037696327	-0.276372198381877	-0.712534037696327
TRINITY_DN36837_c1_g1	-1.35590587499235	-0.677097997684005	-1.35383273266225	0.504393275943498	-0.167999234311258	-0.632869422445163	1.41842802925459	1.38943206365322	0.875451893243707
TRINITY_DN10713_c0_g1	-0.275607751033745	-0.620622462299388	-0.751236447035746	0.0604027602025976	-0.0461039989301109	-1.22943170497491	0.748031406264555	0.194415349623523	1.92015284818323
TRINITY_DN17032_c0_g1	-0.546619195644109	-0.337805180808202	-0.546056192694178	-0.882409943913217	0.225723066806801	-1.90388967132367	1.1262698117792	1.43282217619076	1.43196512960661
TRINITY_DN52836_c0_g1	-0.740614669204767	-0.740614669204767	-0.740614669204767	-0.166270915284755	-0.740614669204767	-0.740614669204767	1.51337459702602	0.705641560684797	1.65032810359778
TRINITY_DN26557_c0_g1	1.18341384647907	1.86770062137486	0.733378903675305	-0.481401961931298	-0.525885848582248	-1.24177551611859	-0.500194848435742	-0.543021080194964	-0.492214116266394
TRINITY_DN25270_c0_g1	0.409920691320216	0.742846141168273	0.327808641889429	0.381227070191136	0.912484694671416	0.269058155480367	-1.06214775299501	-1.44110981962261	-0.540087822103226
TRINITY_DN14126_c0_g1	1.32967794501703	1.87071130356752	1.14312226903059	-0.992250149870336	-1.95686151604462	-0.757509336106243	-0.316074146762792	0.0475016454830617	-0.368318014314203
TRINITY_DN21967_c0_g1	-0.0690887351877489	0.353005493474856	-0.0304018506968859	-0.725734678404889	-0.817145795324345	-1.08657616191659	1.12378370392496	0.450125603395919	0.802032420734724
TRINITY_DN43611_c0_g2	-0.106488518362638	-1.05899206283677	-0.719749848514247	-0.473534386191454	0.0823085690289753	-2.48493480216704	1.52720805916719	1.28456665016293	1.94961633971306
TRINITY_DN2036_c0_g1	0.659848543764099	0.923830724123808	1.04905790011622	-1.0613053432442	0.16149921780106	0.275549295881264	-0.616638276402294	-0.518304465841776	-0.873537596198177
TRINITY_DN58813_c0_g1	-0.669638851109796	-0.669638851109796	-0.669638851109796	-0.270194286520338	-0.669638851109796	-0.461745999468463	1.28567395233491	1.06501658236921	1.05980515572387
TRINITY_DN20664_c0_g1	0.539047258122881	1.84121781635045	0.523067327859805	-0.523074453784916	-0.523074453784916	-0.523074453784916	-0.523074453784916	-0.287960133408559	-0.523074453784916
TRINITY_DN35980_c0_g1	-0.402410713779574	-1.26048780635986	-0.919548678468635	-0.472953800667961	0.075798647418742	-0.365641419518503	1.06601595810224	1.21136098033539	1.06786683293816
TRINITY_DN28517_c0_g1	1.10621221615512	1.35607732282314	0.609239568577244	-0.399569196369093	-0.341382537489386	-0.42093229709646	-0.587274741344208	-0.280887497352623	-1.04148283790373
TRINITY_DN45709_c0_g1	0.65605452346202	0.350270200166844	0.340099093039264	0.617171069935363	0.740609930012765	0.977898825289314	-1.88574948248891	-0.895892107581886	-0.900462051834771
TRINITY_DN57511_c0_g1	0.598796625509051	1.57117337957521	0.680245078722678	-0.241128761792234	-0.740910881939546	-0.740910881939546	-0.476674730895999	-0.218855132778582	-0.431734694461031
TRINITY_DN33641_c0_g1	1.55451439894999	1.08568088662931	1.14264608494223	-1.08559812245897	-0.804390970577927	-1.27464820265934	0.0418956563684116	-0.262193204086416	-0.397906527107283
TRINITY_DN23193_c0_g1	-0.90356561822827	-1.14701965509255	-0.354558948334638	-0.624482995817292	0.0280039069183888	-0.693816279278443	1.55690653059542	1.09269585923168	1.04583720000571
TRINITY_DN27353_c0_g1	1.75749473092257	1.88566960722376	1.41282765642206	-0.362621168223729	-0.559545778233212	-0.418330600810016	-1.462649986555	-0.661296741009172	-1.59154771973726
TRINITY_DN30274_c0_g1	0.93032339759777	1.55608727111068	0.838468092256447	-1.00589517186005	-1.14314747415286	-1.69180478758537	0.502978889246694	0.184663427336447	-0.171673643949763
TRINITY_DN59496_c0_g1	-1.5764862113207	-1.5764862113207	-1.5764862113207	1.26145703057033	1.21824155537456	-0.6063688137152	1.33941706288722	0.210946253196168	1.30576554564903
TRINITY_DN51575_c0_g1	1.10698990224832	0.696846669945478	1.53566764995431	-0.401166905654273	-0.587667463298767	-0.587667463298767	-0.587667463298767	-0.587667463298767	-0.587667463298767
TRINITY_DN9660_c0_g1	0.866650677954036	1.29569402044171	0.485111008959954	0.359381093276981	-0.0330109741811846	-0.323156375996253	-0.503260151930196	-1.31550956459098	-0.831899733934072
TRINITY_DN10184_c0_g1	1.65703910103238	0.811878656518455	0.562311993599039	-0.162493041375545	-0.486510484985635	-0.737053946636232	-0.738090737942721	-0.6302127745371	-0.276868765672641
TRINITY_DN23316_c0_g1	1.74172829041694	1.93674876474329	1.3582580505276	-0.823696944672018	-0.757389105645215	-0.987658400551388	-0.655057653181023	-1.03776006475716	-0.77517293688103
TRINITY_DN34524_c0_g1	1.69881165465871	2.1550846312504	1.0847535301555	-0.960931834821195	-0.473823218020958	-0.951984860156635	-0.693417006004732	-0.271058820277492	-1.5874340767836
TRINITY_DN22299_c0_g1	-0.363771888058847	-0.875133199440094	-0.5330617207569	-0.643309438834363	0.396242744189163	-0.783900829620389	1.09506555345677	0.779199765094676	0.928669013969985
TRINITY_DN6439_c0_g1	-0.459704795842839	0.405641650372055	0.184536653951463	-0.728530481811339	-1.0402282313975	-0.831194192916069	0.606904095453463	0.77942111808298	1.08315418410778
TRINITY_DN62345_c0_g1	1.02064462031813	1.57418734958882	0.897739685520753	-0.776088302373019	0.0314459812862194	-0.610214836657482	-0.619196624677486	-0.767325702518454	-0.751192170487476
TRINITY_DN53188_c0_g1	1.56408397408548	1.0094586931987	0.549085060136236	-0.161579664122768	-0.842584661656204	-1.06538922270147	-0.0560420504422126	-0.607007218545452	-0.39002490995232
TRINITY_DN60832_c0_g1	-0.12769974164708	-0.318642524358475	-0.330355944922265	-0.889095733752575	-0.371446040943912	-1.25276616215879	1.03330271448911	0.762630942799711	1.49407249049428
TRINITY_DN48162_c0_g2	-0.75030482731631	-0.565005677708199	-0.870364238302481	-0.525902526512043	-0.428040293347995	-0.949682507013754	1.28079177377367	1.42079048643257	1.38771780999455
TRINITY_DN53597_c0_g1	1.09970531165197	1.08791063767142	0.981050644908201	-0.919284863732781	-0.427688269322333	-0.919284863732781	0.0308102304409047	-0.013933964151823	-0.919284863732781
TRINITY_DN10557_c0_g1	1.6635103083009	1.28298777462595	0.635844322291156	-0.688964588223679	-0.200753686191836	-0.988590113498805	-0.58192822579012	-0.518756899401038	-0.60334889211253
TRINITY_DN60634_c0_g1	0.0783300486901837	0.784400302787756	0.386965119974348	-0.935584246023263	-0.760260833208829	-0.947021888236257	0.298155853016493	0.391100104292244	0.703915538707326
TRINITY_DN5775_c0_g1	-0.859580254064879	-1.01769323505761	-0.478959684097354	-0.107150567516324	-0.025367162943029	-0.319512101316853	1.0737409820699	0.802180907585619	0.932341115340533
TRINITY_DN53761_c0_g1	0.482190020937028	1.07040463676533	0.522416992972719	0.787591689194247	-0.0907571036272868	-0.691618414992512	-0.558008807347069	-0.676147006230073	-0.846072007672385
TRINITY_DN31952_c0_g1	1.74252477972383	2.46455641864795	1.34036391073737	-0.491919910838473	-0.831641401145992	-1.12114801834098	-1.02636979358888	-0.844186654465106	-1.23217933072972
TRINITY_DN56905_c0_g1	0.80509803247622	2.12575366898257	0.747642082167793	-0.534425515828603	-0.540184785117288	-0.86211288000465	-0.550609764536381	-0.329047958135013	-0.86211288000465
TRINITY_DN59664_c0_g1	0.898351909453271	1.21276595068333	0.280658206899242	-0.71673057964422	-0.719341793100758	-0.720649174287545	-0.276157988258239	-0.135250748184347	0.176354216439268
TRINITY_DN32994_c0_g1	0.951978518992206	0.843089644330093	0.840585182211886	0.590352855764735	0.408866027089048	0.442451619692058	-1.32034402989136	-1.13197901235511	-1.62500080583356
TRINITY_DN7806_c0_g1	0.978141705560419	1.02204692490373	0.717861597816147	-1.32022334950082	-0.556386890609871	-0.966335513215915	0.01548856081964	-0.0808253079342667	0.190232272160942
TRINITY_DN15187_c0_g1	2.1410762566794	1.33586096360567	1.59635168078598	-1.09726788345464	-0.630369025659727	-1.25930331238405	-0.664421447091307	-0.816173506075851	-0.605753726405479
TRINITY_DN53252_c0_g1	1.08283473362671	1.29759580935868	0.682463942229614	-0.967841086690414	-0.838228348559944	-0.721737076806498	0.0977312249032078	-0.477270956244213	-0.155548241817143
TRINITY_DN52778_c0_g1	0.922237698267379	1.32353088085315	1.01714692008784	-0.522457212598499	-0.203528668194852	-1.23351153441057	-0.367988575270602	-0.489350438840156	-0.446079069893698
TRINITY_DN49854_c0_g1	0.430064187214925	1.38565818477642	0.896461862131867	-0.493655491534464	-0.493655491534464	-0.493655491534464	-0.493655491534464	-0.493655491534464	-0.243906776450895
TRINITY_DN60903_c0_g1	1.14631863113355	1.48232510547037	0.685940807579313	-0.773377645192069	-0.913123506906238	-0.844825420607158	-0.193819281471815	-0.232653675256458	-0.356785014749505
TRINITY_DN21148_c0_g1	1.20416643943806	1.32832963374315	0.778301909674858	-0.312977237485336	0.0456568178676895	-1.32395326522965	-0.661192933651195	-0.597133796480273	-0.461197567877298
TRINITY_DN18700_c0_g1	0.7048802088868	1.8780304417684	1.14099876139065	0.15219015481188	-0.828269658792475	-0.985313368938055	-0.685482607115685	-0.391720563073459	-0.985313368938055
TRINITY_DN25376_c0_g1	1.37942146574394	1.2036579494902	0.580683720316371	-0.792836107008263	-0.758237445484296	-1.05832377841226	-0.413920499514934	0.299972339768416	-0.440417644899179
TRINITY_DN56521_c0_g1	1.37116054747164	0.429103406041377	0.83378582293639	-0.00529941810439816	0.0273962371750165	0.355679402920423	-0.966825270289763	-0.729815199219992	-1.31518552893069
TRINITY_DN1259_c0_g1	-0.584413880358859	-0.803054166834199	-0.735898857425243	-0.0608519243018459	0.381768334257727	-0.354932034236091	0.975457639399467	0.604729036627595	0.57719585287145
TRINITY_DN62421_c0_g1	0.961468178163148	0.279714361122118	0.93580722341574	0.314678725698707	0.244888996768971	-1.00341623497521	-0.497963440474149	-0.740581220343572	-0.494596589375751
TRINITY_DN26323_c0_g1	1.08828803100104	1.2358415245123	0.65315882680034	-0.566717996617325	-0.0468763028713868	-0.88404552362591	-0.327192924169436	-0.421769660706225	-0.730685974323398
TRINITY_DN13249_c0_g1	-0.110027015937625	0.819401566179651	-0.0883413973546996	-0.37826398659636	-1.54247985893855	-1.83103714725748	0.579360511639398	1.21076065858664	1.34062666967903
TRINITY_DN48361_c0_g3	-0.394127628816236	-0.935718352284474	-1.04620432539593	-0.331192564903905	-0.594107398814304	-0.792194484360118	1.14536691919515	1.77704591882334	1.17113191655648
TRINITY_DN55989_c0_g1	1.02982524274872	0.915915077276823	0.846270900877182	-0.845988418639286	-0.353532612688427	-0.957463705501726	0.16873308706748	-0.458965295530039	-0.344794275610727
TRINITY_DN53884_c0_g1	1.23948978880233	1.75351023564584	1.11908704214444	-0.22480773556807	-0.373371745046349	-0.909288342670284	-0.677552956648479	-0.741560896932218	-1.1855053897272
TRINITY_DN59339_c0_g1	1.53004901202628	0.57661391015318	1.47780717727001	-0.180146227290001	-0.242813844204999	-1.09241285535645	-0.412538707609828	-1.00562908921438	-0.650929375773806
TRINITY_DN245_c0_g1	-1.71944612766917	-1.28648672039306	-0.970126403095088	-0.392908779529217	0.723895298134059	-0.772341076101294	1.76945443962889	1.20826073475366	1.43969863427122
TRINITY_DN54117_c0_g1	0.663661595846092	1.18056922718018	0.977724837187111	-0.715935168520016	-0.903471712088842	-0.403810248663012	-0.276677261982652	-0.354813214768452	-0.167248054190409
TRINITY_DN58501_c0_g1	1.14481296465806	1.00571460892932	0.800154026929882	-0.771519553130394	-0.622078973753165	-0.477249452914356	-0.358083091681926	-0.310808382266524	-0.41094214677089
TRINITY_DN59150_c0_g1	-0.819858245199175	-0.377312789093871	-0.589655231832754	0.00796077941814444	-0.348930987724048	-0.561640855663157	1.04289068059435	0.887224746572531	0.759321902927975
TRINITY_DN18024_c0_g1	1.29424782701773	2.62998018538093	0.697239600477492	-1.04512344022478	-0.781069101481136	-1.05741921102355	-0.838264503062679	-0.261576392320446	-0.638014964763569
TRINITY_DN39074_c0_g1	1.25039147862456	1.37283887762613	0.949960916989094	-0.553760494320464	-0.80100102828661	-1.96135198380367	0.155827724831625	-0.065921594748251	-0.346983896912412
TRINITY_DN59585_c0_g1	0.851491834001003	1.9574505255273	0.721605190434965	-0.86527962241722	-0.695354620974907	-0.86527962241722	-0.542197832913487	-0.363458356996309	-0.198977494244125
TRINITY_DN1577_c0_g1	1.31556024807078	1.11977855233315	1.01818268205384	-0.894037417365343	-0.582182403126681	0.0437725253014805	-0.169081840868553	-1.00729161508307	-0.844700731315591
TRINITY_DN61894_c0_g1	1.33028415884196	1.64555835834018	1.15936302738638	-0.467147109829704	-1.11146488816728	-0.656236317050142	-0.872678028580164	-0.190028557360983	-0.837650643580244
TRINITY_DN17441_c0_g1	-0.169217050689353	1.20636771215616	0.585322413850852	0.602934884570314	0.506771308481899	0.0673820519402721	-0.825754528814192	-0.819038059323505	-1.15476873217245
TRINITY_DN35154_c0_g1	0.354866623497741	0.435294824615917	0.2395919691964	-1.16364481413037	-0.964420256284584	-1.78591020909015	1.07108158441476	1.03337906705664	0.779761210723649
TRINITY_DN18163_c0_g1	0.489048248596039	1.20045361637622	0.89644153372767	-0.328311125420911	-1.12195211302664	-0.854545298432125	0.240485262035581	-0.213151927409491	-0.308468196446342
TRINITY_DN58333_c0_g1	0.953634425395556	0.501185259020217	0.750082883404027	0.129336988406764	0.319793300264929	-0.72503648119585	-0.902289396931023	-0.378209138356889	-0.648497840007732
TRINITY_DN24863_c0_g1	0.967973072936002	0.26776963153647	0.688589204196008	-0.805834227686335	-1.04983713577898	-0.874432317776378	0.588636325598551	0.177914043418164	0.0392214035564926
