2.791	3.580	2.925	0.117	0.000	0.000	4.321	3.190	3.549
TRINITY_DN25799_c0_g1	1.24988459543253	0.883134114794378	1.25195792997988	-0.430125113921596	-1.14728222700762	-1.46829981694782	-0.0470181035341934	-0.0318050095876863	-0.260446369207865
TRINITY_DN28609_c0_g1	0.977280348738117	1.01320230809984	1.17188822792575	-1.28075780623919	-0.707675157433571	-1.13776045979292	0.448881790838141	-0.0872865296222103	-0.397772722513957
TRINITY_DN33218_c0_g1	2.28200907169279	1.41259571860995	1.51575292940802	-0.391549111360847	-0.963523707821575	-1.73168848189835	-0.464044256354907	-0.783025067191932	-0.876527095083153
TRINITY_DN33259_c0_g1	1.81272961836102	1.35579870889756	1.30978828897286	-0.411531444723038	-1.04605563416292	-1.12493642294796	-0.598646830035637	-0.600303513518228	-0.696842770843667
TRINITY_DN34897_c0_g1	1.27858170857306	1.70400748520895	1.4685320018723	-1.25686420358177	-1.387011713736	-2.09342533292173	0.535870818350495	-0.260010301450382	0.0103195376850764
TRINITY_DN36512_c0_g1	2.36376970621504	2.26146408460804	2.30451586964941	-1.6085047927284	-1.16812095467222	-1.97484406043825	-0.287481296873626	-0.986650058812066	-0.904148496947922
TRINITY_DN38142_c0_g1	0.706761530527003	1.92908095898891	0.760667524784163	-0.286166576951904	-1.02440382835416	-1.29483603241268	-0.0263664986269978	-0.107595827477216	-0.657141250477117
TRINITY_DN48995_c0_g1	1.55615111441271	0.947708720115815	0.976602109877922	-0.953598965195858	-0.505332660256792	-0.38773990373979	-0.882690588894152	-0.365812790908353	-0.385287035411506
TRINITY_DN50973_c0_g1	1.50668354119129	0.436972171508271	1.11129012149783	-0.535834865601162	-1.06790241789019	-0.548863808290134	-0.779839217564877	0.1331040481659	-0.255609573016922
TRINITY_DN60198_c0_g1	0.986413856178441	1.02149737124808	0.964089994925063	-0.283882157050709	-1.05026529805201	-0.868844657771866	-0.30008759245895	-0.128828967245709	-0.340092549772345
