group	lib.size	norm.factors	eff.lib.size
A_Sym_Low_1	1000002	1.24234830820093	1242350.79289755
B_Sym_Low_2	1000013	1.88493070196641	1884955.20606553
C_Sym_Low_3	999995	1.42972739589062	1429720.24725364
D_Sym_Reg_1	1000002	0.893451700662951	893453.487566352
E_Sym_Reg_2	1000006	1.04981652090795	1049822.81980707
F_Sym_Reg_3	1000002	1.02996365946156	1029965.71938888
G_Sym_High_1	999987	0.751644541281281	751634.769902245
H_Sym_High_2	1000009	0.571894300408045	571899.447456748
I_Sym_High_3	1000025	0.719239183228026	719257.164207607
