group	lib.size	norm.factors	eff.lib.size
A_Sym_Low_1	999992	1.26969018550597	1269680.02798448
B_Sym_Low_2	1000016	1.92124307035263	1921273.81024175
C_Sym_Low_3	999996	1.47847576768212	1478469.85377905
D_Sym_Reg_1	1000006	0.863653887648984	863659.06957231
E_Sym_Reg_2	1000005	1.03396815534321	1033973.32518399
F_Sym_Reg_3	1000006	1.00889696287352	1008903.0162553
G_Sym_High_1	999986	0.744670029494719	744659.604114307
H_Sym_High_2	1000018	0.578089892401286	578100.298019349
I_Sym_High_3	1000019	0.714912270046064	714925.853379195
